pid,nameZh,nameJp,nameEn,type,category,power,accuracy,PP,description
202,終極吸取,ギガドレイン,Giga Drain,草,特殊,75,100,10,吸取對手的養分進行攻擊。可以回復給予對手傷害的一半ＨＰ。
203,挺住,こらえる,Endure,一般,變化,0,0,10,即使受到再強烈的攻擊，也一定會剩下１ＨＰ。連續使用時容易失敗。
204,撒嬌,あまえる,Charm,妖精,變化,0,100,20,用撒嬌的眼神誘使對手疏忽大意，大幅降低對手的攻擊。
205,滾動,ころがる,Rollout,岩石,物理,30,90,20,在５回合內連續滾動攻擊對手。每擊中一次，威力就會提高。
206,點到為止,みねうち,False Swipe,一般,物理,40,100,40,手下留情地攻擊對手，一定會讓對手剩下１ＨＰ。
207,虛張聲勢,いばる,Swagger,一般,變化,0,85,15,讓對手火大並陷入混亂。但對手的攻擊會因憤怒而大幅提高。
208,喝牛奶,ミルクのみ,Milk Drink,一般,變化,0,0,5,回復自己最大ＨＰ的一半。
209,電光,スパーク,Spark,電,物理,65,100,20,用電流圍繞身體，猛撞對手進行攻擊。有時會讓對手陷入麻痺狀態。
210,連斬,れんぞくぎり,Fury Cutter,蟲,物理,40,95,20,用鐮刀或爪子等斬切對手進行攻擊。連續命中時威力會提高。
211,鋼翼,はがねのつばさ,Steel Wing,鋼,物理,70,90,25,用堅硬的翅膀撞擊對手進行攻擊。有時會提高自己的防禦。
212,黑色目光,くろいまなざし,Mean Look,一般,變化,0,0,5,用漆黑深邃的眼神一動也不動地凝視對手，讓對手無法從戰鬥中逃走。
213,迷人,メロメロ,Attract,一般,變化,0,100,15,♂誘惑♀而♀誘惑♂，讓對手著迷。對手將難以使用招式。
214,夢話,ねごと,Sleep Talk,一般,變化,0,0,10,從自己已學會的招式中隨機選出１個使出。只有在睡眠狀態時可以使用。
215,治癒鈴聲,いやしのすず,Heal Bell,一般,變化,0,0,5,發出悅耳的鈴聲，治癒我方全體的異常狀態。
216,報恩,おんがえし,Return,一般,物理,-999,-999,-999,為了訓練家而全力攻擊對手。親密度越高，威力越大。
217,禮物,プレゼント,Present,一般,物理,-1,90,15,將暗藏機關的盒子遞給對手進行攻擊。但也有可能回復對手的ＨＰ。
218,遷怒,やつあたり,Frustration,一般,物理,-999,-999,-999,為了發洩不滿而全力攻擊對手。親密度越低，威力越大。
219,神秘守護,しんぴのまもり,Safeguard,一般,變化,0,0,25,在５回合內被神奇的力量守護，不會陷入異常狀態。
220,分擔痛楚,いたみわけ,Pain Split,一般,變化,0,0,20,將自己的ＨＰ和對手的ＨＰ相加，然後雙方友好地平分。
221,神聖之火,せいなるほのお,Sacred Fire,火,物理,100,95,5,用神秘的火焰燒盡對手進行攻擊。有時會讓對手陷入灼傷狀態。
222,震級,マグニチュード,Magnitude,地面,物理,-999,-999,-999,晃動地面，攻擊自己周圍所有的寶可夢。招式的威力有多種變化。
223,爆裂拳,ばくれつパンチ,Dynamic Punch,格鬥,物理,100,50,5,使出渾身力量出拳進行攻擊。必定會使對手混亂。
224,超級角擊,メガホーン,Megahorn,蟲,物理,120,85,10,用堅硬且華麗的角狠狠地刺進對手進行攻擊。
225,龍息,りゅうのいぶき,Dragon Breath,龍,特殊,60,100,20,將強烈的氣息吹向對手進行攻擊。有時會讓對手陷入麻痺狀態。
226,接棒,バトンタッチ,Baton Pass,一般,變化,0,0,40,與後備寶可夢進行替換。替換上場的寶可夢，將承接目前寶可夢的能力變化。
227,再來一次,アンコール,Encore,一般,變化,0,100,5,要求對手再來一次，讓對手連續３次使出最近一次使用的招式。
228,追打,おいうち,Pursuit,惡,物理,-999,-999,-999,在對手替換寶可夢時使用此招式的話，便能以２倍的威力進行攻擊。
229,高速旋轉,こうそくスピン,Rapid Spin,一般,物理,50,100,40,利用旋轉來攻擊對手。也可以擺脫綁緊、緊束，以及解除寄生種子和撒菱等招式。
230,甜甜香氣,あまいかおり,Sweet Scent,一般,變化,0,100,20,用香氣大幅降低對手的閃避率。
231,鐵尾,アイアンテール,Iron Tail,鋼,物理,100,75,15,將堅硬的尾巴甩向對手進行攻擊。有時會降低對手的防禦。
232,金屬爪,メタルクロー,Metal Claw,鋼,物理,50,95,35,用鋼鐵之爪撕裂對手進行攻擊。有時會提高自己的攻擊。
233,借力摔,あてみなげ,Vital Throw,格鬥,物理,-999,-999,-999,攻擊的順序會在對手之後。但是自己的攻擊必定會命中。
234,晨光,あさのひざし,Morning Sun,一般,變化,0,0,5,回復自己的ＨＰ。回復量會隨著天氣的不同而有所變化。
235,光合作用,こうごうせい,Synthesis,草,變化,0,0,5,回復自己的ＨＰ。回復量會隨著天氣的不同而有所變化。
236,月光,つきのひかり,Moonlight,妖精,變化,0,0,5,回復自己的ＨＰ。回復量會隨著天氣的不同而有所變化。
237,覺醒力量,めざめるパワー,Hidden Power,一般,特殊,-999,-999,-999,招式的屬性會隨著使用此招式的寶可夢而改變。
238,十字劈,クロスチョップ,Cross Chop,格鬥,物理,100,80,5,用左右手刀劈打對手進行攻擊。容易擊中要害。
239,龍捲風,たつまき,Twister,龍,特殊,40,100,20,刮起龍捲風，將對手捲入進行攻擊。有時會使對手畏縮。
240,求雨,あまごい,Rain Dance,水,變化,0,0,5,降下大雨，在５回合內提高水屬性招式的威力。火屬性招式的威力會降低。
241,大晴天,にほんばれ,Sunny Day,火,變化,0,0,5,讓陽光增強，在５回合內提高火屬性招式的威力。水屬性招式的威力會降低。
242,咬碎,かみくだく,Crunch,惡,物理,80,100,15,用尖銳的牙齒咬碎對手進行攻擊。有時會降低對手的防禦。
243,鏡面反射,ミラーコート,Mirror Coat,超能力,特殊,-1,100,20,將來自對手的特殊攻擊傷害加倍後，返還給該對手。
244,自我暗示,じこあんじ,Psych Up,一般,變化,0,0,10,向自己施加自我暗示，讓能力變化的狀態變得與對手相同。
245,神速,しんそく,Extreme Speed,一般,物理,80,100,5,以迅雷不及掩耳之勢猛撞向對手進行攻擊。必定能夠發動先制攻擊。
246,原始之力,げんしのちから,Ancient Power,岩石,特殊,60,100,5,用原始之力進行攻擊。有時會提高自己的所有能力。
247,暗影球,シャドーボール,Shadow Ball,幽靈,特殊,80,100,15,投擲一團黑影進行攻擊。有時會降低對手的特防。
248,預知未來,みらいよち,Future Sight,超能力,特殊,120,100,10,使用招式的２回合後，向對手發送一團念力進行攻擊。
249,碎岩,いわくだき,Rock Smash,格鬥,物理,40,100,15,用拳頭進行攻擊。有時會降低對手的防禦。
250,潮旋,うずしお,Whirlpool,水,特殊,35,85,15,將對手困在激烈的水流漩渦中，在４～５回合內進行攻擊。
251,圍攻,ふくろだたき,Beat Up,惡,物理,-1,100,10,讓我方所有寶可夢進行攻擊。同行的寶可夢越多，招式的攻擊次數越多。
252,擊掌奇襲,ねこだまし,Fake Out,一般,物理,40,100,10,利用先制攻擊使對手畏縮。要在上場後立即使用才會成功。
253,吵鬧,さわぐ,Uproar,一般,特殊,90,100,10,在３回合內大吵大鬧攻擊對手。在此期間誰都無法入眠。
254,蓄力,たくわえる,Stockpile,一般,變化,0,0,20,蓄積力量，提高自己的防禦和特防。最多蓄積３次。
255,噴出,はきだす,Spit Up,一般,特殊,-1,100,10,將蓄積的力量撞向對手進行攻擊。蓄積得越多，威力越大。
256,吞下,のみこむ,Swallow,一般,變化,0,0,10,將蓄積的力量吞下，回復自己的ＨＰ。蓄積得越多，回復越多。
257,熱風,ねっぷう,Heat Wave,火,特殊,95,90,10,將炎熱的氣息吹向對手進行攻擊。有時會讓對手陷入灼傷狀態。
258,冰雹,あられ,Hail,冰,變化,-999,-999,-999,降下冰雹，在５回合內場上除了冰屬性以外的寶可夢都會受到傷害。
259,無理取鬧,いちゃもん,Torment,惡,變化,0,100,15,無理取鬧，讓對手不能連續２次使出相同招式。
260,吹捧,おだてる,Flatter,惡,變化,0,100,15,吹捧對手，使其混亂。同時還會提高對手的特攻。
261,鬼火,おにび,Will-O-Wisp,火,變化,0,85,15,放出詭異的火焰，讓對手陷入灼傷狀態。
262,臨別禮物,おきみやげ,Memento,惡,變化,0,100,10,雖然自己會陷入瀕死，但可以大幅降低對手的攻擊和特攻。
263,硬撐,からげんき,Facade,一般,物理,70,100,20,當自己陷入中毒、麻痺、灼傷等狀態時，向對手使用此招式，威力會變成２倍。
264,真氣拳,きあいパンチ,Focus Punch,格鬥,物理,150,100,20,集中精神後出拳。若出拳前受到攻擊，則會失敗。
265,清醒,きつけ,Smelling Salts,一般,物理,-999,-999,-999,攻擊陷入麻痺狀態的對手時，威力會變成２倍。但也會治癒對手的麻痺。
266,看我嘛,このゆびとまれ,Follow Me,一般,變化,0,0,20,吸引對手的注意，將對手的攻擊全部轉移到自己身上。
267,自然之力,しぜんのちから,Nature Power,一般,變化,-999,-999,-999,用自然之力進行攻擊。隨著使用地點的不同，使出的招式也會改變。
268,充電,じゅうでん,Charge,電,變化,0,0,20,提高下一回合使出的電屬性招式威力。也會提高自己的特防。
269,挑釁,ちょうはつ,Taunt,惡,變化,0,100,20,激怒對手。在３回合內讓對手只能使出給予傷害的招式。
270,幫助,てだすけ,Helping Hand,一般,變化,0,0,20,幫助夥伴。被幫助的寶可夢，招式的威力會比原來更大。
271,戲法,トリック,Trick,超能力,變化,0,100,10,在對手露出空隙時，趁機交換自己和對手的持有物。
272,扮演,なりきり,Role Play,超能力,變化,0,0,10,扮演成對手，讓自己的特性也變得和對手相同。
273,祈願,ねがいごと,Wish,一般,變化,0,0,10,在下一回合回復自己或是替換上場的寶可夢最大ＨＰ的一半。
274,藉助,ねこのて,Assist,一般,變化,-999,-999,-999,緊急向同伴求救，從我方寶可夢已學會的招式中隨機選出１個使用。
275,扎根,ねをはる,Ingrain,草,變化,0,0,20,在大地上扎根，每回合會回復自己的ＨＰ。但扎根之後無法進行替換。
276,蠻力,ばかぢから,Superpower,格鬥,物理,120,100,5,發揮驚人的力量攻擊對手。自己的攻擊和防禦會降低。
277,魔法反射,マジックコート,Magic Coat,超能力,變化,-999,-999,-999,若對手使用寄生種子或其他會讓寶可夢陷入異常狀態的招式時，可將對手的招式反彈回去。
278,回收利用,リサイクル,Recycle,一般,變化,0,0,10,將在戰鬥中已消耗完的寶可夢持有物回收後，回復成可以使用的狀態。
279,報復,リベンジ,Revenge,格鬥,物理,-999,-999,-999,如果受到對手的招式攻擊，給予該對手的傷害就會變成２倍。
280,劈瓦,かわらわり,Brick Break,格鬥,物理,75,100,15,猛烈地揮下手刀攻擊對手。還可以破壞光牆和反射壁等。
281,哈欠,あくび,Yawn,一般,變化,0,0,10,打個大哈欠引起睡意。在下一回合讓對手陷入睡眠狀態。
282,拍落,はたきおとす,Knock Off,惡,物理,65,100,20,拍落對手的持有物，讓對手在戰鬥結束前都無法使用。對手有攜帶物品時，傷害會增加。
283,蠻幹,がむしゃら,Endeavor,一般,物理,-1,100,5,給予傷害，使對手的ＨＰ變得和自己的ＨＰ一樣。
284,噴火,ふんか,Eruption,火,特殊,150,100,5,爆發怒火攻擊對手。自己的ＨＰ越少，招式的威力越小。
285,特性互換,スキルスワップ,Skill Swap,超能力,變化,0,0,10,用超能力將自己和對手的特性互相交換。
286,封印,ふういん,Imprison,超能力,變化,0,0,10,如果對手也學會了和自己相同的招式，則對手將不能使用該招式。
287,煥然一新,リフレッシュ,Refresh,一般,變化,-999,-999,-999,讓身體休息，治癒自己身上的中毒、麻痺、灼傷的異常狀態。
288,怨念,おんねん,Grudge,幽靈,變化,-999,-999,-999,因為對手的招式而陷入瀕死時，施加怨念，讓該招式的ＰＰ變成０。
289,搶奪,よこどり,Snatch,惡,變化,-999,-999,-999,將對手打算使用的回復招式或能力變化招式奪為己用。
290,秘密之力,ひみつのちから,Secret Power,一般,物理,-999,-999,-999,隨著使用地點的不同，招式的追加效果也會改變。
291,潛水,ダイビング,Dive,水,物理,80,100,10,使用後的第１回合潛入水中，並於第２回合浮上來進行攻擊。
292,猛推,つっぱり,Arm Thrust,格鬥,物理,15,100,20,用張開的雙手猛推對手進行攻擊。連續攻擊２～５次。
293,保護色,ほごしょく,Camouflage,一般,變化,-999,-999,-999,可以因應所在的地點如水邊、草叢和洞窟等，改變自己的屬性。
294,螢火,ほたるび,Tail Glow,蟲,變化,0,0,20,凝視閃爍的光芒，集中精神，極大幅提高自己的特攻。
295,潔淨光芒,ラスターパージ,Luster Purge,超能力,特殊,70,100,5,放出耀眼的光芒進行攻擊。有時會降低對手的特防。
296,薄霧球,ミストボール,Mist Ball,超能力,特殊,70,100,5,將霧狀的羽毛聚集成團進行攻擊。有時會降低對手的特攻。
297,羽毛舞,フェザーダンス,Feather Dance,飛行,變化,0,100,15,撒出羽毛，纏住對手的身體。大幅降低對手的攻擊。
298,搖晃舞,フラフラダンス,Teeter Dance,一般,變化,0,100,20,搖搖晃晃地跳起舞，讓自己周圍的寶可夢陷入混亂狀態。
299,火焰踢,ブレイズキック,Blaze Kick,火,物理,85,90,10,有時會讓受到攻擊的對手陷入灼傷狀態。且容易擊中要害。
300,玩泥巴,どろあそび,Mud Sport,地面,變化,-999,-999,-999,將周圍弄得到處是泥。在５回合內減弱電屬性的招式。
301,冰球,アイスボール,Ice Ball,冰,物理,-999,-999,-999,在５回合內不斷攻擊對手。每擊中一次，威力就會提高。
302,尖刺臂,ニードルアーム,Needle Arm,草,物理,-999,-999,-999,用帶刺的手臂猛烈揮打進行攻擊。有時會使對手畏縮。
303,偷懶,なまける,Slack Off,一般,變化,0,0,5,偷懶休息。回復自己最大ＨＰ的一半。
304,巨聲,ハイパーボイス,Hyper Voice,一般,特殊,90,100,10,製造出震耳欲聾的巨大聲波攻擊對手。
305,劇毒牙,どくどくのキバ,Poison Fang,毒,物理,50,100,15,用有毒的牙齒咬住對手進行攻擊。有時會讓對手陷入劇毒狀態。
306,撕裂爪,ブレイククロー,Crush Claw,一般,物理,75,95,10,用堅硬的銳爪撕裂對手進行攻擊。有時會降低對手的防禦。
307,爆炸烈焰,ブラストバーン,Blast Burn,火,特殊,150,90,5,用爆炸的火焰燒盡對手進行攻擊。下一回合自己將無法動彈。
308,加農水炮,ハイドロカノン,Hydro Cannon,水,特殊,150,90,5,向對手發射水炮進行攻擊。下一回合自己將無法動彈。
309,彗星拳,コメットパンチ,Meteor Mash,鋼,物理,90,90,10,使出如同彗星般的拳頭攻擊對手。有時會提高自己的攻擊。
310,驚嚇,おどろかす,Astonish,幽靈,物理,30,100,15,用巨大的聲響等突然驚嚇對手進行攻擊。有時會讓對手畏縮。
311,氣象球,ウェザーボール,Weather Ball,一般,特殊,50,100,10,招式屬性和威力會隨著使用時天氣的不同而改變。
312,芳香治療,アロマセラピー,Aromatherapy,草,變化,-999,-999,-999,釋放出宜人的香氣，治癒我方全體的異常狀態。
313,假哭,うそなき,Fake Tears,惡,變化,0,100,20,裝哭掉眼淚。讓對手不知所措，大幅降低對手的特防。
314,空氣利刃,エアカッター,Air Cutter,飛行,特殊,60,95,25,用鋒利的風刃斬切對手進行攻擊。容易擊中要害。
315,過熱,オーバーヒート,Overheat,火,特殊,130,90,5,釋放全部能量攻擊對手。使用後因為反作用力，自己的特攻會大幅降低。
316,氣味偵測,かぎわける,Odor Sleuth,一般,變化,-999,-999,-999,讓對幽靈屬性寶可夢無效的招式能夠發揮效果，也可不顧對手提高後的閃避率進行攻擊。
317,岩石封鎖,がんせきふうじ,Rock Tomb,岩石,物理,60,95,15,投擲岩石進行攻擊。封住對手的行動，進而降低其速度。
318,銀色旋風,ぎんいろのかぜ,Silver Wind,蟲,特殊,-999,-999,-999,乘著風飄送鱗粉攻擊對手。有時會提高自己的所有能力。
319,金屬音,きんぞくおん,Metal Sound,鋼,變化,0,85,40,讓對手聽如同金屬摩擦般的刺耳聲。大幅降低對手的特防。
320,草笛,くさぶえ,Grass Whistle,草,變化,-999,-999,-999,發出悅耳的笛聲，讓對手陷入睡眠狀態。
321,搔癢,くすぐる,Tickle,一般,變化,0,100,20,搔癢對手的身體，讓對手發笑，降低對手的攻擊和防禦。
322,宇宙力量,コスモパワー,Cosmic Power,超能力,變化,0,0,20,吸取來自宇宙的神秘力量，提高自己的防禦和特防。
323,噴水,しおふき,Water Spout,水,特殊,150,100,5,噴起潮水進行攻擊。自己的ＨＰ越少，招式的威力越小。
324,信號光束,シグナルビーム,Signal Beam,蟲,特殊,-999,-999,-999,發射神奇的光線進行攻擊。有時會使對手混亂。
325,暗影拳,シャドーパンチ,Shadow Punch,幽靈,物理,60,0,20,暗藏在陰影之中出拳。攻擊必定會命中。
326,神通力,じんつうりき,Extrasensory,超能力,特殊,80,100,20,發送看不見的神奇力量進行攻擊。有時會使對手畏縮。
327,衝天拳,スカイアッパー,Sky Uppercut,格鬥,物理,-999,-999,-999,用直衝天空般的上勾拳高高地打飛對手進行攻擊。
328,流沙地獄,すなじごく,Sand Tomb,地面,物理,35,85,15,將對手困在鋪天蓋地的沙暴中，在４～５回合內進行攻擊。
329,絕對零度,ぜったいれいど,Sheer Cold,冰,特殊,-1,-1,5,一擊讓對手陷入瀕死。冰屬性以外的寶可夢使用時，會比較不易命中對手。
330,濁流,だくりゅう,Muddy Water,水,特殊,90,85,10,用渾濁的污水攻擊對手。有時會降低對手的命中率。
331,種子機關槍,タネマシンガン,Bullet Seed,草,物理,25,100,30,向對手猛烈地發射種子進行攻擊。連續攻擊２～５次。
332,燕返,つばめがえし,Aerial Ace,飛行,物理,60,0,20,以敏捷的動作戲弄對手後進行切斬。攻擊必定會命中。
333,冰錐,つららばり,Icicle Spear,冰,物理,25,100,30,向對手發射尖銳的冰柱進行攻擊。可連續攻擊２～５次。
334,鐵壁,てっぺき,Iron Defense,鋼,變化,0,0,15,將皮膚變得堅硬如鐵，大幅提高自己的防禦。
335,擋路,とおせんぼう,Block,一般,變化,0,0,5,張開雙手進行阻擋，封住對手的退路，讓對手無法逃走。
336,長嚎,とおぼえ,Howl,一般,變化,0,0,40,大聲地吼叫提升氣勢，提高自己的攻擊。
337,龍爪,ドラゴンクロー,Dragon Claw,龍,物理,80,100,15,用尖銳的巨爪撕裂對手進行攻擊。
338,瘋狂植物,ハードプラント,Frenzy Plant,草,特殊,150,90,5,將大大的樹木甩向對手進行攻擊。下一回合自己將無法動彈。
339,健美,ビルドアップ,Bulk Up,格鬥,變化,0,0,20,將力量集中於體內，增厚肌肉，提高自己的攻擊和防禦。
340,彈跳,とびはねる,Bounce,飛行,物理,85,85,5,彈跳到高空中，在下一回合攻擊對手。有時會讓對手陷入麻痺狀態。
341,泥巴射擊,マッドショット,Mud Shot,地面,特殊,55,95,15,向對手投擲泥塊進行攻擊。同時降低對手的速度。
342,毒尾,ポイズンテール,Poison Tail,毒,物理,50,100,25,將尾巴甩向對手進行攻擊。有時會讓對手陷入中毒狀態，且容易擊中要害。
343,渴望,ほしがる,Covet,一般,物理,60,100,25,一邊可愛地撒嬌，一邊靠近對手，奪取對手攜帶的道具。
344,伏特攻擊,ボルテッカー,Volt Tackle,電,物理,120,100,15,用電流圍繞全身後猛撞對手。自己也會受到不小的傷害。有時會讓對手陷入麻痺狀態。
345,魔法葉,マジカルリーフ,Magical Leaf,草,特殊,60,0,20,散落可以追蹤對手的神奇葉子。攻擊必定會命中。
346,玩水,みずあそび,Water Sport,水,變化,-999,-999,-999,用水把周圍弄得濕答答。在５回合內減弱火屬性的招式。
347,冥想,めいそう,Calm Mind,超能力,變化,0,0,20,屏氣凝神，提高自己的特攻和特防。
348,葉刃,リーフブレード,Leaf Blade,草,物理,90,100,15,如用劍般操控葉子切斬對手進行攻擊。容易擊中要害。
349,龍之舞,りゅうのまい,Dragon Dance,龍,變化,0,0,20,激烈地跳起神秘又強而有力的舞蹈。提高自己的攻擊和速度。
350,岩石爆擊,ロックブラスト,Rock Blast,岩石,物理,25,90,10,向對手發射堅硬的岩石進行攻擊。連續攻擊２～５次。
351,電擊波,でんげきは,Shock Wave,電,特殊,60,0,20,向對手迅速放出電流。攻擊一定會命中。
352,水之波動,みずのはどう,Water Pulse,水,特殊,60,100,20,用水的震動攻擊對手。有時會使對手混亂。
353,破滅之願,はめつのねがい,Doom Desire,鋼,特殊,140,100,5,使用招式的２回合後，向對手發射無數道光束進行攻擊。
354,精神突進,サイコブースト,Psycho Boost,超能力,特殊,140,90,5,釋放全部能量攻擊對手。使用後因為反作用力，自己的特攻會大幅降低。
355,羽棲,はねやすめ,Roost,飛行,變化,0,0,5,降落到地面，讓身體休息。回復自己最大ＨＰ的一半。
356,重力,じゅうりょく,Gravity,超能力,變化,0,0,5,在５回合內，飄浮特性和飛行屬性的寶可夢會被地面屬性的招式擊中。且無法使用飛向空中的招式。
357,奇跡之眼,ミラクルアイ,Miracle Eye,超能力,變化,-999,-999,-999,讓對惡屬性寶可夢無效的招式能夠發揮效果，也可不顧對手提高後的閃避率進行攻擊。
358,喚醒巴掌,めざましビンタ,Wake-Up Slap,格鬥,物理,-999,-999,-999,攻擊陷入睡眠狀態的對手時，可以給予較大的傷害。但對手也會從睡眠中醒過來。
359,臂錘,アームハンマー,Hammer Arm,格鬥,物理,100,90,10,揮出強力而沉重的拳頭，給予對手傷害。自己的速度會降低。
360,陀螺球,ジャイロボール,Gyro Ball,鋼,物理,-1,100,5,高速旋轉身體，撞擊對手。速度比對手越慢，威力越大。
361,治癒之願,いやしのねがい,Healing Wish,超能力,變化,0,0,10,雖然自己會陷入瀕死，但可以治癒接替上場的寶可夢的異常狀態並回復ＨＰ。
362,鹽水,しおみず,Brine,水,特殊,65,100,10,當對手負傷，ＨＰ剩一半左右時，招式威力會變成２倍。
363,自然之恩,しぜんのめぐみ,Natural Gift,一般,物理,-999,-999,-999,從樹果上獲得力量進行攻擊。招式屬性和威力會隨著攜帶的樹果不同而改變。
364,佯攻,フェイント,Feint,一般,物理,30,100,10,能夠攻擊使用了守住或看穿的對手。並解除對手的防守效果。
365,啄食,ついばむ,Pluck,飛行,物理,60,100,20,用烏喙進行攻擊。可以吃下對手攜帶的樹果，並獲得樹果的效果。
366,順風,おいかぜ,Tailwind,飛行,變化,0,0,15,刮起猛烈的強風，在４回合內提高我方全體的速度。
367,點穴,つぼをつく,Acupressure,一般,變化,0,0,30,利用點穴激發身體的活力，大幅提高自己的某一項能力。
368,金屬爆炸,メタルバースト,Metal Burst,鋼,物理,-1,100,10,將發動攻擊前最後受到的招式傷害放大，向對手進行反擊。
369,急速折返,とんぼがえり,U-turn,蟲,物理,70,100,20,攻擊後迅速返回，和後備寶可夢進行替換。
370,近身戰,インファイト,Close Combat,格鬥,物理,120,100,5,反守為攻，近身突擊對手。自己的防禦和特防會降低。
371,以牙還牙,しっぺがえし,Payback,惡,物理,50,100,10,累積力量進行攻擊。若在對手之後進行攻擊，招式的威力會變成２倍。
372,惡意追擊,ダメおし,Assurance,惡,物理,60,100,10,如果此回合內對手已受到傷害，招式威力會變成２倍。
373,查封,さしおさえ,Embargo,惡,變化,-999,-999,-999,讓對手在５回合內無法使用攜帶的道具。訓練家也不能對該寶可夢使用道具。
374,投擲,なげつける,Fling,惡,物理,-1,100,10,快速投擲攜帶的道具進行攻擊。招式威力和效果會隨著道具不同而改變。
375,精神轉移,サイコシフト,Psycho Shift,超能力,變化,-999,-999,-999,用超能力施加暗示，將自己的異常狀態轉移給對手。
376,王牌,きりふだ,Trump Card,一般,特殊,-999,-999,-999,這個招式的剩餘ＰＰ越少，威力越大。
377,回復封鎖,かいふくふうじ,Heal Block,超能力,變化,-999,-999,-999,讓對手在５回合內無法利用招式、特性或攜帶的道具回復ＨＰ。
378,絞緊,しぼりとる,Wring Out,一般,特殊,-999,-999,-999,用力勒緊對手進行攻擊。對手現有的ＨＰ越多，招式的威力越大。
379,力量戲法,パワートリック,Power Trick,超能力,變化,0,0,10,利用超能力，將自己的攻擊和防禦互相交換。
380,胃液,いえき,Gastro Acid,毒,變化,0,100,10,將胃液吐向對手的身體。沾到的胃液會消除對手的特性效果。
381,幸運咒語,おまじない,Lucky Chant,一般,變化,-999,-999,-999,對天許願，讓自己在５回合內不會被對手的攻擊命中要害。
382,搶先一步,さきどり,Me First,一般,變化,-999,-999,-999,以更高的威力，搶先發動對手準備使出的招式。若行動順序在對手之後則會失敗。
383,仿效,まねっこ,Copycat,一般,變化,0,0,20,模仿對手最近一次使用的招式，若對手沒有成功出招則會失敗。
384,力量互換,パワースワップ,Power Swap,超能力,變化,0,0,10,用超能力將自己和對手的攻擊與特攻的能力變化互相交換。
385,防守互換,ガードスワップ,Guard Swap,超能力,變化,0,0,10,用超能力將自己和對手的防禦與特防的能力變化互相交換。
386,懲罰,おしおき,Punishment,惡,物理,-999,-999,-999,對手的能力因為能力變化而提高得越多，招式的威力就越大。
387,珍藏,とっておき,Last Resort,一般,物理,140,100,5,在戰鬥中將其他已學會的招式全部使用過後，才能夠使出的珍藏招式。
388,煩惱種子,なやみのタネ,Worry Seed,草,變化,0,100,10,埋下令人心煩意亂的種子，讓對手睡不著，將對手的特性變成不眠。
389,突襲,ふいうち,Sucker Punch,惡,物理,70,100,5,可以搶先對手一步進行攻擊。若對手使用的不是攻擊招式則會失敗。
390,毒菱,どくびし,Toxic Spikes,毒,變化,0,0,20,在對手腳下散布毒菱。讓對手替換出場的寶可夢陷入中毒狀態。
391,心靈互換,ハートスワップ,Heart Swap,超能力,變化,0,0,10,用超能力將自己和對手的能力變化互相交換。
392,水流環,アクアリング,Aqua Ring,水,變化,0,0,20,在自己的身邊套上水流環。每回合會回復自己的ＨＰ。
393,電磁飄浮,でんじふゆう,Magnet Rise,電,變化,0,0,10,利用電氣產生的磁力浮在空中。在５回合內可以飄浮。
394,閃焰衝鋒,フレアドライブ,Flare Blitz,火,物理,120,100,15,將火焰圍繞全身後猛撞對手。自己也會受到不小的傷害。有時會讓對手陷入灼傷狀態。
